# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 152K of event 'cycles'
# Event count (approx.): 389391156896
#
# Children      Self  Symbol                                         IPC   [IPC Coverage]
# ........  ........  .............................................  ....................
#
     0.00%     0.00%  [.] ossl_namemap_add_names                     -      -            
     0.00%     0.00%  [.] ossl_provider_doall_activated              -      -            
     0.00%     0.00%  [.] DH_size                                    -      -            
     0.00%     0.00%  [.] dh_derive                                  -      -            
     0.00%     0.00%  [.] 0x006effff9ae0622f                         -      -            
     0.00%     0.00%  [k] __pi_memset_generic                        -      -            
     0.00%     0.00%  [.] EVP_PKEY_CTX_new_id                        -      -            
     0.00%     0.00%  [.] EVP_PKEY_encrypt@plt                       -      -            
     0.00%     0.00%  [.] SHA256_Update_thunk                        -      -            
     0.00%     0.00%  [.] CRYPTO_secure_zalloc                       -      -            
     0.00%     0.00%  [k] sched_balance_update_blocked_averages      -      -            
     0.00%     0.00%  [.] BN_set_flags                               -      -            
     0.00%     0.00%  [k] update_sg_lb_stats.constprop.0             -      -            
     0.00%     0.00%  [k] sched_balance_find_src_group               -      -            
     0.00%     0.00%  [k] update_sd_lb_stats.constprop.0             -      -            
     0.00%     0.00%  [.] __GI___memmove_sve                         -      -            
     0.00%     0.00%  [k] tmigr_handle_remote_up                     -      -            
     0.00%     0.00%  [k] __walk_groups_from                         -      -            
     0.00%     0.00%  [.] HMAC_CTX_new                               -      -            
     0.00%     0.00%  [.] HMAC_CTX_reset                             -      -            
     0.00%     0.00%  [.] bn_sub_part_words                          -      -            
     0.00%     0.00%  [.] 0x0024ffff9ae0622f                         -      -            
     0.00%     0.00%  [.] 0x0065ffff9adac0ab                         -      -            
     0.00%     0.00%  [.] 0x001dffff9aacebcf                         -      -            
     0.00%     0.00%  [.] 0x0063ffff9ad373f7                         -      -            
     0.00%     0.00%  [k] run_timer_base                             -      -            
     0.00%     0.00%  [.] EC_GROUP_get0_generator                    -      -            
     0.00%     0.00%  [.] OSSL_PARAM_construct_uint                  -      -            
     0.00%     0.00%  [.] EVP_MD_CTX_gettable_params                 -      -            
     0.00%     0.00%  [.] 0x002effff9aacebcf                         -      -            
     0.00%     0.00%  [.] CRYPTO_atomic_load                         -      -            
     0.00%     0.00%  [.] 0x007effff9ae0622f                         -      -            
     0.00%     0.00%  [.] EC_KEY_can_sign                            -      -            
     0.00%     0.00%  [.] EC_GROUP_get0_cofactor                     -      -            
     0.00%     0.00%  [.] 0x005affff9aacebcf                         -      -            
     0.00%     0.00%  [.] pkey_set_type                              -      -            
     0.00%     0.00%  [.] ossl_bn_get_libctx                         -      -            
     0.00%     0.00%  [.] 0x0043ffff9ad37773                         -      -            
     0.00%     0.00%  [.] WPACKET_init_len                           -      -            
     0.00%     0.00%  [.] EVP_MD_CTX_copy_ex                         -      -            
     0.00%     0.00%  [.] sha256_dupctx                              -      -            
     0.00%     0.00%  [.] SHA512_Init                                -      -            
     0.00%     0.00%  [k] __arm64_sys_getpid                         -      -            
     0.00%     0.00%  [.] 0x005effff9ae0622f                         -      -            
     0.00%     0.00%  [.] 0x005affff9ae091cf                         -      -            
     0.00%     0.00%  [.] dh_gen                                     -      -            
     0.00%     0.00%  [.] generate_key                               -      -            
     0.00%     0.00%  [.] ossl_dh_generate_public_key                -      -            
     0.00%     0.00%  [.] 0x0067ffff9ada672f                         -      -            
     0.00%     0.00%  [.] getpid@plt                                 -      -            
     0.00%     0.00%  [.] 0x002dffff9ae0622f                         -      -            
     0.00%     0.00%  [.] 0x00000000000005c4                         -      -            
     0.00%     0.00%  [.] 0x0000ffff9b3c45c4                         -      -            
     0.00%     0.00%  [.] 0x003bffff9ad9c25b                         -      -            
     0.00%     0.00%  [.] 0x00000000000005c8                         -      -            
     0.00%     0.00%  [.] 0x0000ffff9b3c45c8                         -      -            
     0.00%     0.00%  [.] 0x0064ffff9ad373f7                         -      -            
     0.00%     0.00%  [.] DSA_SIG_get0                               -      -            
     0.00%     0.00%  [.] EVP_Digest                                 -      -            
     0.00%     0.00%  [.] sha224_internal_final                      -      -            
     0.00%     0.00%  [.] pthread_rwlock_rdlock@plt                  -      -            
     0.00%     0.00%  [.] WPACKET_start_sub_packet_len__             -      -            
     0.00%     0.00%  [.] systrim.constprop.0                        -      -            
     0.00%     0.00%  [.] 0x007bffff9aacc1df                         -      -            
     0.00%     0.00%  [.] 0x0054ffff9af53007                         -      -            
     0.00%     0.00%  [.] bn_mod_sub_fixed_top                       -      -            
     0.00%     0.00%  [.] sha256_block_data_order                    -      -            
     0.00%     0.00%  [.] err_clear_last_constant_time               -      -            
     0.00%     0.00%  [.] 0x004bffff9aacebcf                         -      -            
     0.00%     0.00%  [.] ossl_prov_is_running                       -      -            
     0.00%     0.00%  [.] ossl_ec_GFp_simple_is_at_infinity          -      -            
     0.00%     0.00%  [.] BN_GENCB_call                              -      -            
     0.00%     0.00%  [.] RSA_public_encrypt                         -      -            
     0.00%     0.00%  [.] EVP_PKEY_sign@plt                          -      -            
     0.00%     0.00%  [.] ossl_namemap_empty                         -      -            
     0.00%     0.00%  [.] 0x0047ffff9ae0622f                         -      -            
     0.00%     0.00%  [.] 0x00000000000004c8                         -      -            
     0.00%     0.00%  [.] 0x0000ffff9b3c44c8                         -      -            
     0.00%     0.00%  [.] 0x0009ffff9ae0622f                         -      -            
     0.00%     0.00%  [.] ossl_ec_group_do_inverse_ord               -      -            
     0.00%     0.00%  [.] ossl_lib_ctx_get_concrete                  -      -            
     0.00%     0.00%  [.] RAND_get0_private                          -      -            
     0.00%     0.00%  [.] WPACKET_start_sub_packet                   -      -            
     0.00%     0.00%  [.] evp_names_do_all                           -      -            
     0.00%     0.00%  [.] WPACKET_is_null_buf                        -      -            
     0.00%     0.00%  [.] HMAC_CTX_free                              -      -            
     0.00%     0.00%  [.] CRYPTO_malloc_array                        -      -            
     0.00%     0.00%  [.] 0x0051ffff9aacebcf                         -      -            
     0.00%     0.00%  [.] ossl_param_build_set_bn                    -      -            
     0.00%     0.00%  [.] __GI___strlen_asimd                        -      -            
     0.00%     0.00%  [.] evp_pkey_asn1_find_str                     -      -            
     0.00%     0.00%  [.] 0x0045ffff9ad2fc97                         -      -            
     0.00%     0.00%  [.] 0x0044ffff9ae0622f                         -      -            
     0.00%     0.00%  [.] 0x001effff9aace523                         -      -            
     0.00%     0.00%  [.] BN_mod_add_quick                           -      -            
     0.00%     0.00%  [.] bn_get_top                                 -      -            
     0.00%     0.00%  [.] OPENSSL_sk_new_reserve                     -      -            
     0.00%     0.00%  [.] OPENSSL_sk_dup                             -      -            
     0.00%     0.00%  [.] ossl_bn_mask_bits_fixed_top                -      -            
     0.00%     0.00%  [.] CRYPTO_secure_calloc                       -      -            
     0.00%     0.00%  [k] finish_task_switch.isra.0                  -      -            
     0.00%     0.00%  [k] __schedule                                 -      -            
     0.00%     0.00%  [k] exit_to_user_mode_loop                     -      -            
     0.00%     0.00%  [k] schedule                                   -      -            
     0.00%     0.00%  [.] _dl_start                                  -      -            
     0.00%     0.00%  [.] _dl_sysdep_start                           -      -            
     0.00%     0.00%  [.] _start                                     -      -            
     0.00%     0.00%  [.] dl_main                                    -      -            
     0.00%     0.00%  [k] __kmalloc_cache_noprof                     -      -            
     0.00%     0.00%  [k] __arm64_sys_mprotect                       -      -            
     0.00%     0.00%  [.] _dl_protect_relro                          -      -            
     0.00%     0.00%  [k] do_mprotect_pkey                           -      -            
     0.00%     0.00%  [.] mprotect                                   -      -            
     0.00%     0.00%  [k] mprotect_fixup                             -      -            
     0.00%     0.00%  [k] perf_event_mmap                            -      -            
     0.00%     0.00%  [k] perf_event_mmap_event                      -      -            
     0.00%     0.00%  [k] barn_get_empty_sheaf                       -      -            
     0.00%     0.00%  [k] __arm64_sys_mmap                           -      -            
     0.00%     0.00%  [k] __kfree_rcu_sheaf                          -      -            
     0.00%     0.00%  [k] __mmap_new_vma                             -      -            
     0.00%     0.00%  [k] __mmap_region                              -      -            
     0.00%     0.00%  [.] _dl_new_object                             -      -            
     0.00%     0.00%  [k] do_mmap                                    -      -            
     0.00%     0.00%  [k] ksys_mmap_pgoff                            -      -            
     0.00%     0.00%  [k] kvfree_call_rcu                            -      -            
     0.00%     0.00%  [k] ma_free_rcu                                -      -            
     0.00%     0.00%  [k] mas_store_prealloc                         -      -            
     0.00%     0.00%  [k] mas_wr_node_store                          -      -            
     0.00%     0.00%  [k] mas_wr_store_entry                         -      -            
     0.00%     0.00%  [.] mmap64                                     -      -            
     0.00%     0.00%  [k] mmap_region                                -      -            
     0.00%     0.00%  [.] rtld_malloc                                -      -            
     0.00%     0.00%  [k] vm_mmap_pgoff                              -      -            
     0.00%     0.00%  [k] __arm64_sys_execve                         -      -            
     0.00%     0.00%  [k] bprm_execve                                -      -            
     0.00%     0.00%  [k] bprm_execve.part.0                         -      -            
     0.00%     0.00%  [k] do_execveat_common.isra.0                  -      -            
     0.00%     0.00%  [k] exec_binprm                                -      -            
     0.00%     0.00%  [k] load_elf_binary                            -      -            
     0.00%     0.00%  [k] 0x0000ffff80dd91cc                         -      -            
     0.00%     0.00%  [k] move_ptes                                  -      -            
     0.00%     0.00%  [k] move_page_tables                           -      -            
     0.00%     0.00%  [k] relocate_vma_down                          -      -            
     0.00%     0.00%  [k] setup_arg_pages                            -      -            
     0.00%     0.00%  [k] begin_new_exec                             -      -            
     0.00%     0.00%  [k] perf_event_comm_event.constprop.0          -      -            
     0.00%     0.00%  [k] __set_task_comm                            -      -            
     0.00%     0.00%  [k] mutex_lock                                 -      -            
     0.00%     0.00%  [k] perf_event_enable_on_exec                  -      -            
     0.00%     0.00%  [k] perf_event_exec                            -      -            


#
# (Tip: For tracepoint events, try: perf report -s trace_fields)
#
