# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 152K of event 'cycles'
# Event count (approx.): 389675809010
#
# Children      Self  Symbol                                         IPC   [IPC Coverage]
# ........  ........  .............................................  ....................
#
     0.00%     0.00%  [.] RAND_OpenSSL                               -      -            
     0.00%     0.00%  [.] EVP_SIGNATURE_do_all_provided              -      -            
     0.00%     0.00%  [.] algorithm_do_this                          -      -            
     0.00%     0.00%  [.] construct_evp_method                       -      -            
     0.00%     0.00%  [.] evp_generic_do_all                         -      -            
     0.00%     0.00%  [.] namemap_add_name                           -      -            
     0.00%     0.00%  [.] ossl_algorithm_do_all                      -      -            
     0.00%     0.00%  [.] ossl_method_construct                      -      -            
     0.00%     0.00%  [.] ossl_method_construct_this                 -      -            
     0.00%     0.00%  [.] ossl_namemap_add_names                     -      -            
     0.00%     0.00%  [.] ossl_provider_doall_activated              -      -            
     0.00%     0.00%  [.] EVP_PKEY_sign@plt                          -      -            
     0.00%     0.00%  [.] ossl_drbg_unlock                           -      -            
     0.00%     0.00%  [.] EVP_PKEY_derive                            -      -            
     0.00%     0.00%  [k] tmigr_handle_remote_up                     -      -            
     0.00%     0.00%  [k] __walk_groups_from                         -      -            
     0.00%     0.00%  [k] sched_balance_update_blocked_averages      -      -            
     0.00%     0.00%  [.] ossl_bn_get_libctx                         -      -            
     0.00%     0.00%  [k] __mod_timer                                -      -            
     0.00%     0.00%  [k] __run_timers                               -      -            
     0.00%     0.00%  [k] call_timer_fn                              -      -            
     0.00%     0.00%  [k] mod_timer                                  -      -            
     0.00%     0.00%  [k] run_timer_base                             -      -            
     0.00%     0.00%  [k] tcp_orphan_update                          -      -            
     0.00%     0.00%  [.] 0x004affff8872fc53                         -      -            
     0.00%     0.00%  [.] CRYPTO_secure_zalloc                       -      -            
     0.00%     0.00%  [.] RSA_free                                   -      -            
     0.00%     0.00%  [.] OSSL_PARAM_construct_size_t                -      -            
     0.00%     0.00%  [.] RSA_public_decrypt                         -      -            
     0.00%     0.00%  [.] 0x001cffff8886f00f                         -      -            
     0.00%     0.00%  [.] 0x0047ffff884cebcf                         -      -            
     0.00%     0.00%  [.] 0x001affff8886f023                         -      -            
     0.00%     0.00%  [.] bn_sub_part_words                          -      -            
     0.00%     0.00%  [.] 0x004effff884cebcf                         -      -            
     0.00%     0.00%  [.] CRYPTO_atomic_load_ptr                     -      -            
     0.00%     0.00%  [.] 0x0028ffff8872fc53                         -      -            
     0.00%     0.00%  [.] bn_get_words                               -      -            
     0.00%     0.00%  [.] CRYPTO_free_ex_data                        -      -            
     0.00%     0.00%  [k] update_sg_lb_stats.constprop.0             -      -            
     0.00%     0.00%  [k] sched_balance_find_src_group               -      -            
     0.00%     0.00%  [k] update_sd_lb_stats.constprop.0             -      -            
     0.00%     0.00%  [.] EC_KEY_can_sign                            -      -            
     0.00%     0.00%  [.] BUF_MEM_grow                               -      -            
     0.00%     0.00%  [k] __arm64_sys_getpid                         -      -            
     0.00%     0.00%  [k] __bitmap_and                               -      -            
     0.00%     0.00%  [.] ossl_ecdsa_sign_sig                        -      -            
     0.00%     0.00%  [.] BN_MONT_CTX_init                           -      -            
     0.00%     0.00%  [.] 0x007bffff884cebcf                         -      -            
     0.00%     0.00%  [.] strcmp@plt                                 -      -            
     0.00%     0.00%  [.] DSA_do_verify                              -      -            
     0.00%     0.00%  [.] EC_GROUP_get0_order                        -      -            
     0.00%     0.00%  [.] dsa_new_intern                             -      -            
     0.00%     0.00%  [.] 0x0013ffff8880626f                         -      -            
     0.00%     0.00%  [.] 0x0017ffff884cebcf                         -      -            
     0.00%     0.00%  [.] EVP_PKEY_encapsulate                       -      -            
     0.00%     0.00%  [.] dh_gen                                     -      -            
     0.00%     0.00%  [.] generate_key                               -      -            
     0.00%     0.00%  [.] ossl_dh_generate_public_key                -      -            
     0.00%     0.00%  [.] HMAC_CTX_reset                             -      -            
     0.00%     0.00%  [.] HMAC_CTX_new                               -      -            
     0.00%     0.00%  [.] ossl_ecdsa_verify_sig                      -      -            
     0.00%     0.00%  [.] ecdsa_verify                               -      -            
     0.00%     0.00%  [.] ossl_bn_mask_bits_fixed_top                -      -            
     0.00%     0.00%  [.] ossl_fnv1a_hash                            -      -            
     0.00%     0.00%  [.] getpid@plt                                 -      -            
     0.00%     0.00%  [.] EVP_MD_CTX_clear_flags                     -      -            
     0.00%     0.00%  [.] 0x0058ffff8880626f                         -      -            
     0.00%     0.00%  [.] BUF_MEM_free                               -      -            
     0.00%     0.00%  [.] WPACKET_get_length                         -      -            
     0.00%     0.00%  [.] CRYPTO_secure_calloc                       -      -            
     0.00%     0.00%  [.] 0x005affff884cebcf                         -      -            
     0.00%     0.00%  [.] alloc_perturb                              -      -            
     0.00%     0.00%  [.] 0x0066ffff887a7063                         -      -            
     0.00%     0.00%  [.] 0x006affff884cbc5f                         -      -            
     0.00%     0.00%  [.] __errno_location                           -      -            
     0.00%     0.00%  [.] EC_GROUP_get0_generator                    -      -            
     0.00%     0.00%  [.] 0x0072ffff884cebcf                         -      -            
     0.00%     0.00%  [.] ossl_drbg_lock                             -      -            
     0.00%     0.00%  [.] 0x0040ffff8872fc97                         -      -            
     0.00%     0.00%  [.] EVP_MD_CTX_copy_ex                         -      -            
     0.00%     0.00%  [.] sha256_dupctx                              -      -            
     0.00%     0.00%  [.] 0x0054ffff88737437                         -      -            
     0.00%     0.00%  [.] ossl_namemap_name2num                      -      -            
     0.00%     0.00%  [.] ERR_new                                    -      -            
     0.00%     0.00%  [.] OSSL_PARAM_locate                          -      -            
     0.00%     0.00%  [.] ossl_param_build_set_int                   -      -            
     0.00%     0.00%  [k] exit_to_user_mode_loop                     -      -            
     0.00%     0.00%  [.] EVP_MD_up_ref                              -      -            
     0.00%     0.00%  [.] OSSL_PARAM_set_uint32                      -      -            
     0.00%     0.00%  [.] 0x0002ffff8880626f                         -      -            
     0.00%     0.00%  [.] CRYPTO_secure_allocated                    -      -            
     0.00%     0.00%  [.] _dl_start                                  -      -            
     0.00%     0.00%  [.] _dl_sysdep_start                           -      -            
     0.00%     0.00%  [.] _start                                     -      -            
     0.00%     0.00%  [.] dl_main                                    -      -            
     0.00%     0.00%  [k] __arch_copy_to_user                        -      -            
     0.00%     0.00%  [k] __arm64_sys_prlimit64                      -      -            
     0.00%     0.00%  [.] __getrlimit                                -      -            
     0.00%     0.00%  [.] __libc_early_init                          -      -            
     0.00%     0.00%  [.] do_lookup_x                                -      -            
     0.00%     0.00%  [.] _dl_lookup_symbol_x                        -      -            
     0.00%     0.00%  [k] __arm64_sys_execve                         -      -            
     0.00%     0.00%  [k] bprm_execve                                -      -            
     0.00%     0.00%  [k] bprm_execve.part.0                         -      -            
     0.00%     0.00%  [k] do_execveat_common.isra.0                  -      -            
     0.00%     0.00%  [k] exec_binprm                                -      -            
     0.00%     0.00%  [k] load_elf_binary                            -      -            
     0.00%     0.00%  [k] 0x0000ffffbd4fa1cc                         -      -            
     0.00%     0.00%  [k] tlb_gather_mmu                             -      -            
     0.00%     0.00%  [k] setup_arg_pages                            -      -            
     0.00%     0.00%  [k] begin_new_exec                             -      -            
     0.00%     0.00%  [k] perf_output_begin                          -      -            
     0.00%     0.00%  [k] __set_task_comm                            -      -            
     0.00%     0.00%  [k] perf_event_comm                            -      -            
     0.00%     0.00%  [k] perf_event_comm_event.constprop.0          -      -            
     0.00%     0.00%  [k] perf_event_comm_output                     -      -            
     0.00%     0.00%  [k] perf_iterate_ctx                           -      -            
     0.00%     0.00%  [k] perf_iterate_sb                            -      -            
     0.00%     0.00%  [k] perf_event_exec                            -      -            
     0.00%     0.00%  [k] perf_event_enable_on_exec                  -      -            


#
# (Tip: Skip collecting build-id when recording: perf record -B)
#
